numero_proceso,nombre_proceso,tipo_proceso,fecha_apertura,estado,unidad_ejecutora,servicio_administrativo_financiero,process_url,process_href,detail_status,detail_text
80-0022-LPU26,"Provisión de medicamentos para tratamientos de esclerosis, con logística incluida",Licitación Pública,25/09/2026 14:00 Hrs.,Publicado,80/000 - Dirección General de Administración - MS,310 - Ministerio de Salud,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl02$lnkNumeroProceso','')",NO_DIRECT_URL,
37/137-0739-CDI26,ADQUISICIÓN DE REPUESTOS PARA VEHÍCULOS OFICIALES,Contratación Directa,25/09/2026 16:00 Hrs.,Publicado,37/137 - ESCUADRÓN NÚCLEO AGUILARES,375 - Gendarmeria Nacional,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl03$lnkNumeroProceso','')",NO_DIRECT_URL,
101-0014-CDI26,Adquisición de Certificado Wildcard,Contratación Directa,25/09/2026 17:00 Hrs.,Publicado,101 - Departamento de Compras y Contrataciones,622 - Instituto Nacional de la Propiedad Industrial,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl04$lnkNumeroProceso','')",NO_DIRECT_URL,
38/37-1102-LPR26,CONTRATAR EL SERVICIO DE CONFECCION Y REPOSICION DE TOLDOS PARA EL ESTACIONAMIENTO DEL HNPB,Licitación Privada,28/09/2026 00:00 Hrs.,Publicado,38/37 - Hospital Naval Puerto Belgrano,379 - Estado Mayor General de la Armada,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl05$lnkNumeroProceso','')",NO_DIRECT_URL,
84/99-0654-LPU26,SERVICIO DE LIMPIEZA HOSPITALARIA,Licitación Pública,28/09/2026 07:00 Hrs.,Publicado,84/99 - Hospital Militar Regional Mendoza,374 - Estado Mayor General del Ejercito,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl06$lnkNumeroProceso','')",NO_DIRECT_URL,
38/19-1035-LPR26,ESNN SERVICIO MANTENIMIENTO MATAFUEGOS,Licitación Privada,28/09/2026 07:00 Hrs.,Publicado,38/19 - División Contrataciones del Cuartel General del EMGA,379 - Estado Mayor General de la Armada,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl07$lnkNumeroProceso','')",NO_DIRECT_URL,
84/48-1386-LPR26,ADQUISICIÓN DE REPUESTOS Y ACCESORIOS PARA VEHICULOS - 3ER TRIM AÑO 2026,Licitación Privada,28/09/2026 07:00 Hrs.,Publicado,84/48 - Batallón de Ingenieros Anfibios 121,374 - Estado Mayor General del Ejercito,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl08$lnkNumeroProceso','')",NO_DIRECT_URL,
38/27-1138-LPR26,"servicio de impresión de revista institucional ""DESEMBARCO""",Licitación Privada,28/09/2026 08:00 Hrs.,Publicado,38/27 - Agrupación Servicios de Cuartel,379 - Estado Mayor General de la Armada,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl09$lnkNumeroProceso','')",NO_DIRECT_URL,
84/24-1352-LPR26,SERVICIO DE COLOCACIÓN Y CONFECCIÓN DE LETRAS EN COLUMNA DEL PATIO INTERIOR (PROMOCIÓN 157).,Licitación Privada,28/09/2026 08:00 Hrs.,Publicado,84/24 - Colegio Militar de la Nación - Compras y Contrataciones,374 - Estado Mayor General del Ejercito,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl10$lnkNumeroProceso','')",NO_DIRECT_URL,
84/77-0606-LPU26,SERVICIO DE ACTUALIZACIÓN Y MANTENIMIENTO DEL SISTEMA DE COMANDO Y CONTROL SITEA,Licitación Pública,28/09/2026 08:00 Hrs.,Publicado,84/77 - Departamento Contaduría y Finanzas (EMGE),374 - Estado Mayor General del Ejercito,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl11$lnkNumeroProceso','')",NO_DIRECT_URL,
84/23-1392-LPR26,MODERNIZACIÓN DE CONSULTORIOS DE LA SECCIÓN SANIDAD,Licitación Privada,28/09/2026 08:00 Hrs.,Publicado,84/23 - Escuela de Suboficiales del Ejercito Sargento Cabral - Estado Mayor General del Ejercito,374 - Estado Mayor General del Ejercito,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl02$lnkNumeroProceso','')",NO_DIRECT_URL,
40/21-0759-CDI26,MANT. Y REPARACION DE VEHICULOS - 2° LLAMADO - 3° TRIMESTRE - OCA,Contratación Directa,28/09/2026 08:00 Hrs.,Publicado,40/021 - UOC RYD,381 - Estado Mayor General de La Fuerza Aérea,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl03$lnkNumeroProceso','')",NO_DIRECT_URL,
84/71-1400-LPR26,ADQUISICION DE ELEMENTOS DE SEGURIDAD Y A FINES,Licitación Privada,28/09/2026 08:00 Hrs.,Publicado,84/71 - Liceo Militar General Roca,374 - Estado Mayor General del Ejercito,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl04$lnkNumeroProceso','')",NO_DIRECT_URL,
74/45-0406-LPR26,ADQUISICION DE ELEMENTOS DE PROTECCION PERSONAL Y HELICE PARA MOTOR MERCURY 50HP PARA EL PNISF,Licitación Privada,28/09/2026 08:00 Hrs.,Publicado,74/45 - Parque Nacional Islas de Santa Fe,107 - Administración de Parques Nacionales,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl05$lnkNumeroProceso','')",NO_DIRECT_URL,
74/50-0402-LPR26,Adquisición de electrodomésticos para dependencias del Parque Nacional Traslasierra,Licitación Privada,28/09/2026 08:00 Hrs.,Publicado,74/50 - Parque Nacional traslasierra,107 - Administración de Parques Nacionales,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl06$lnkNumeroProceso','')",NO_DIRECT_URL,
74/45-0407-LPR26,ADQUISICION DE CONTENEDOR EXTERNO (GALPON) PARA EL PNISF,Licitación Privada,28/09/2026 08:00 Hrs.,Publicado,74/45 - Parque Nacional Islas de Santa Fe,107 - Administración de Parques Nacionales,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl07$lnkNumeroProceso','')",NO_DIRECT_URL,
84/6-0570-LPU26,"SERVICIO DE ASISTENCIA PARA LA PROVISIÓN DE PROT, ORT Y EQUIP PACIENTES BENEFICIARIOS PROG 18 SALUD",Licitación Pública,28/09/2026 08:30 Hrs.,Publicado,84/06 - Dirección General de Salud,374 - Estado Mayor General del Ejercito,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl08$lnkNumeroProceso','')",NO_DIRECT_URL,
101-0002-LPU26,Servicio de guarda de expedientes,Licitación Pública,28/09/2026 09:00 Hrs.,Publicado,101 - Departamento de Compras y Contrataciones,622 - Instituto Nacional de la Propiedad Industrial,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl09$lnkNumeroProceso','')",NO_DIRECT_URL,
46/18-0138-CDI26,RECARGA DE MATAFUEGOS PARA EDIFICIOS Y MOVILIDADES,Contratación Directa,28/09/2026 09:00 Hrs.,Publicado,46/18 - 18° Chaco - DNV,604 - Dirección Nacional de Vialidad,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl10$lnkNumeroProceso','')",NO_DIRECT_URL,
40/18-0272-LPR26,ADQUISICION REPUESTOS INFORMATICOS,Licitación Privada,28/09/2026 09:00 Hrs.,Publicado,40/018 - UOC PAR,381 - Estado Mayor General de La Fuerza Aérea,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl11$lnkNumeroProceso','')",NO_DIRECT_URL,
84/128-1432-LPR26,ADQUISICIÓN DE PAN PARA APOYO DE EJERCICIOS FINALES (CMN y ESESC) LOCALIDAD DE MONTE CASEROS - CTES,Licitación Privada,28/09/2026 09:00 Hrs.,Publicado,84/128 - Dirección General de Intendencia,374 - Estado Mayor General del Ejercito,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl02$lnkNumeroProceso','')",NO_DIRECT_URL,
84/26-1211-LPR26,ADQUISICIÓN DE INSUMOS ESPECIFICOS PARA EL DPTO DE O Y T,Licitación Privada,28/09/2026 09:00 Hrs.,Publicado,84/26 - Hospital Militar Central 601,374 - Estado Mayor General del Ejercito,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl03$lnkNumeroProceso','')",NO_DIRECT_URL,
38/6-0348-LPU26,ADQUISICION DE INSUMOS DE PINTURERIA PARA INSTALACIONES FIJAS DEL DESTACAMENTO NAVAL RIO GRANDE,Licitación Pública,28/09/2026 09:00 Hrs.,Publicado,38/6 - INTENDENCIA NAVAL USHUAIA,379 - Estado Mayor General de la Armada,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl04$lnkNumeroProceso','')",NO_DIRECT_URL,
74-0290-LPR26,Adquisición de indumentaria y calzado para tareas de campo del personal técnico DNC,Licitación Privada,28/09/2026 09:00 Hrs.,Publicado,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107 - Administración de Parques Nacionales,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl05$lnkNumeroProceso','')",NO_DIRECT_URL,
84/30-1309-LPR26,ADQUISICIÓN DE EQUIPAMIENTO INFORMATICO Y TECNOLÓGICO - LMGP,Licitación Privada,28/09/2026 09:00 Hrs.,Publicado,84/30 - Liceo Militar General Paz,374 - Estado Mayor General del Ejercito,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl06$lnkNumeroProceso','')",NO_DIRECT_URL,
38/4-1020-LPR26,SERVICIO DE MANTENIMIENTO Y RECARGA DE MATAFUEGOS PARA LA BASE NAVAL MAR DEL PLATA,Licitación Privada,28/09/2026 10:00 Hrs.,Publicado,38/4 - INTENDENCIA NAVAL MAR DEL PLATA,379 - Estado Mayor General de la Armada,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl07$lnkNumeroProceso','')",NO_DIRECT_URL,
87-0014-LPR26,Servicio de Alojamiento en Hotel 5 y 3 estrellas 41° Festival Internacional de Cine de Mar del Plata,Licitación Privada,28/09/2026 10:00 Hrs.,Publicado,"87 - Coordinación de Compras, Contrataciones y Servicios Generales - INCAA",801 - Instituto Nacional de Cine y Artes Audiovisuales - INCAA,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl08$lnkNumeroProceso','')",NO_DIRECT_URL,
38/3-0302-LPU26,CONTRATACION SERVICIO DE MANO DE OBRA Y PROVISION DE MATERIALES P/ CARGO SANIDAD (BISP),Licitación Pública,28/09/2026 10:00 Hrs.,Publicado,38/03 - UOC de la Intendencia Naval Puerto Belgrano - Armada Argentina,379 - Estado Mayor General de la Armada,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl09$lnkNumeroProceso','')",NO_DIRECT_URL,
38/18-0389-LPU26,ADQUISICION MENBRANAS DE OSMOSIS INVERSA Y FILTROS DE SEDIMENTOS BUQUE ESCUELA FRAGATA ARA “LIBERTAD,Licitación Pública,28/09/2026 10:00 Hrs.,Publicado,38/18 - Division Contrataciones - Comando de Transportes Navales,379 - Estado Mayor General de la Armada,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl10$lnkNumeroProceso','')",NO_DIRECT_URL,
37/24-0771-CDI26,ADQUISICIÓN DE VIVERES PARA ELABORACIÓN RACIONAMIENTO DETENIDOS,Contratación Directa,28/09/2026 10:00 Hrs.,Publicado,"37/024 - Escuadrón 8 ""Alto Uruguay""",375 - Gendarmeria Nacional,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl11$lnkNumeroProceso','')",NO_DIRECT_URL,
47-0134-CDI26,Adquisición de termotanques para el buque de investigación pesquera MAR ARGENTINO,Contratación Directa,28/09/2026 10:00 Hrs.,Publicado,47 - Dpto. de Compras y Servicios- INIDEP,607 - Instituto Nacional de Investigación y Desarrollo Pesquero,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl02$lnkNumeroProceso','')",NO_DIRECT_URL,
74/50-0408-LPR26,Adquisición de mobiliario para dependencias del Parque Nacional Traslasierra,Licitación Privada,28/09/2026 10:00 Hrs.,Publicado,74/50 - Parque Nacional traslasierra,107 - Administración de Parques Nacionales,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl03$lnkNumeroProceso','')",NO_DIRECT_URL,
37/59-0925-CDI26,"ADQUISICIÓN DE LEÑA PARA EL ESCUADRON 32 ""ALUMINE""",Contratación Directa,28/09/2026 10:00 Hrs.,Publicado,"37/059 - Escuadrón 32 ""Alumine""",375 - Gendarmeria Nacional,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl04$lnkNumeroProceso','')",NO_DIRECT_URL,
38/4-0382-LPU26,ADQUISICION DE LÁCTEOS Y FIAMBRES PARA DESTINOS DEPENDIENTES DE LA INTENDENCIA NAVAL MAR DEL PLATA,Licitación Pública,28/09/2026 10:00 Hrs.,Publicado,38/4 - INTENDENCIA NAVAL MAR DEL PLATA,379 - Estado Mayor General de la Armada,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl05$lnkNumeroProceso','')",NO_DIRECT_URL,
32-0004-LPU26,Adquisición de insumos de electricidad alcanzado por el Protocolo del Mercosur,Licitación Pública,28/09/2026 10:00 Hrs.,Publicado,32/000 - Dirección General de Administración - MJyDDHH,332 - Ministerio de Justicia y Derechos Humanos,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl06$lnkNumeroProceso','')",NO_DIRECT_URL,
38/38-0165-CDI26,ADQUISICION DE INSUMOS BIOMÉDICOS PARA LA CAMPAÑA ANTÁRTICA 2026-2027,Contratación Directa,28/09/2026 10:00 Hrs.,Publicado,38/38 - MINISTERIO DE DEFENSA - ARMADA ARGENTINA - HOSPITAL NAVAL BUENOS AIRES CIRUJANO MAYOR DOCTOR PEDRO MALLO,379 - Estado Mayor General de la Armada,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl07$lnkNumeroProceso','')",NO_DIRECT_URL,
37/25-0926-CDI26,"ADQUISICION DE ELEMENTOS DE FERRETERIA, CONSTRUCCION, PINTURAS Y ELECTRICIDAD",Contratación Directa,28/09/2026 10:00 Hrs.,Publicado,"37/025 - Escuadrón 9 ""Oberá""",375 - Gendarmeria Nacional,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl08$lnkNumeroProceso','')",NO_DIRECT_URL,
37/69-0166-LPR26,ADQUISICION DE AGUA MINERAL ENVASADA E 43 RIO TURBIO,Licitación Privada,28/09/2026 10:00 Hrs.,Publicado,"37/069 - Escuadrón 43 ""Rio Turbio""",375 - Gendarmeria Nacional,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl09$lnkNumeroProceso','')",NO_DIRECT_URL,
38/18-0407-LPU26,"ADQUISICIÓN DE ACCESORIOS PARA SISTEMA DE VACIO DEL BUQUE ESCUELA FRAGATA ""LIBERTAD"".",Licitación Pública,28/09/2026 10:00 Hrs.,Publicado,38/18 - Division Contrataciones - Comando de Transportes Navales,379 - Estado Mayor General de la Armada,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl10$lnkNumeroProceso','')",NO_DIRECT_URL,
52-0035-LPU26,Adquisición Alimento Balanceado para la Brigada Canina del Senasa,Licitación Pública,28/09/2026 10:00 Hrs.,Publicado,52 - Coordinación de Compras y Contrataciones - SENASA,623 - Servicio Nacional de Sanidad y Calidad Agroalimentaria,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl11$lnkNumeroProceso','')",NO_DIRECT_URL,
40/11-0313-LPR26,ADQUISICIÓN ACCESORIOS II EGRESO 2026.,Licitación Privada,28/09/2026 10:00 Hrs.,Publicado,40/11 - UOC DPTO CDR,381 - Estado Mayor General de La Fuerza Aérea,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl02$lnkNumeroProceso','')",NO_DIRECT_URL,
46/20-0102-CDI26,Servicio de provisión de agua envasada y alquiler de dispensers para Sede y Campamento Valcheta.,Contratación Directa,28/09/2026 10:30 Hrs.,Publicado,46/20 - 20° Río Negro - DNV,604 - Dirección Nacional de Vialidad,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl03$lnkNumeroProceso','')",NO_DIRECT_URL,
64-0016-LPU26,Readecuación de módulos de oficina (contenedores) situados en diferentes ciudades del país de la SRT,Licitación Pública,28/09/2026 11:00 Hrs.,Publicado,64/000 - Departamento de Compras y Contrataciones- SRT,852 - Superintendencia de Riesgos del Trabajo,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl04$lnkNumeroProceso','')",NO_DIRECT_URL,
510-0035-CDI26,LICENCIAS VEEAM,Contratación Directa,28/09/2026 11:00 Hrs.,Publicado,510 - ENTE NACIONAL REGULADOR DEL GAS Y LA ELECTRICIDAD,674 - ENTE NACIONAL REGULADOR DEL GAS Y LA ELECTRICIDAD,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl05$lnkNumeroProceso','')",NO_DIRECT_URL,
510-0039-CDI26,LICENCIAS MICROSOFT,Contratación Directa,28/09/2026 11:00 Hrs.,Publicado,510 - ENTE NACIONAL REGULADOR DEL GAS Y LA ELECTRICIDAD,674 - ENTE NACIONAL REGULADOR DEL GAS Y LA ELECTRICIDAD,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl06$lnkNumeroProceso','')",NO_DIRECT_URL,
47-0020-LPR26,Adquisición kit de ragasketing de enfriadores de placa para el BIPO VICTOR ANGELESCU,Licitación Privada,28/09/2026 11:00 Hrs.,Publicado,47 - Dpto. de Compras y Servicios- INIDEP,607 - Instituto Nacional de Investigación y Desarrollo Pesquero,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl07$lnkNumeroProceso','')",NO_DIRECT_URL,
392-0012-LPR26,Servicio de Enlace Full Internet de 600 Mbps para uso de la AGENCIA.,Licitación Privada,28/09/2026 12:00 Hrs.,Publicado,392/000 - Dirección General de Administración - AABE,205 - Agencia de Administración de Bienes del Estado,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl08$lnkNumeroProceso','')",NO_DIRECT_URL,
347-0007-LPR26,Renovación de Licencias Veeam,Licitación Privada,28/09/2026 12:00 Hrs.,Publicado,347/000 - Dirección General de Administración - MS,343 - Ministerio de Seguridad,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl09$lnkNumeroProceso','')",NO_DIRECT_URL,
49-0056-CDI26,READECUACIÓN DE OFICINAS DE DELEGACIÓN SAN JUAN DEL INV,Contratación Directa,28/09/2026 12:00 Hrs.,Publicado,49/00 - Instituto Nacional de Vitivinicultura,609 - Instituto Nacional de Vitivinicultura,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl10$lnkNumeroProceso','')",NO_DIRECT_URL,
26-0020-CDI26,Insumos de Acreditación y Seguridad,Contratación Directa,28/09/2026 12:00 Hrs.,Publicado,26/000 - Dirección de Compras y Contrataciones - MRE,"307 - Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl11$lnkNumeroProceso','')",NO_DIRECT_URL,
40/23-0148-LPU26,HERRAMIENTAS AERONAUTICAS,Licitación Pública,28/09/2026 12:00 Hrs.,Publicado,40/023 - DIVISIÓN CONTRATACIONES MORENO,381 - Estado Mayor General de La Fuerza Aérea,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl02$lnkNumeroProceso','')",NO_DIRECT_URL,
347-0023-LPU26,Adquisición de municiones de diversos calibres con destino a los GRUPOS ESPECIALES dependientes de l,Licitación Pública,28/09/2026 12:00 Hrs.,Publicado,347/000 - Dirección General de Administración - MS,343 - Ministerio de Seguridad,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl03$lnkNumeroProceso','')",NO_DIRECT_URL,
66-0022-CDI26,Adquisicion de Insumos Para Botiquines,Contratación Directa,28/09/2026 12:00 Hrs.,Publicado,"66/00 - Dirección de Compras, Suministros, Logística y Arquitectura - ANMAT","904 - Administración Nacional de Medicamentos, Alimentos y Tecnología Médica - ANMAT",,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl04$lnkNumeroProceso','')",NO_DIRECT_URL,
380-0006-CDI26,Adquisicion de Insumos de Libreria para el CONSEJO NACIONAL DE COORDINACION DE POLITICAS SOCIALES,Contratación Directa,28/09/2026 12:00 Hrs.,Publicado,380/000 - COMPRAS Y CONTRATACIONES - CNCPS,345 - Consejo Nacional de Coordinación de Politicas Sociales,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl05$lnkNumeroProceso','')",NO_DIRECT_URL,
16-0016-CDI26,ADQUISICIÓN DE UNA BALANZA COMERCIAL,Contratación Directa,28/09/2026 14:00 Hrs.,Publicado,16/000 - Dirección General de Administración-ARN,112 - Autoridad Regulatoria Nuclear,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl06$lnkNumeroProceso','')",NO_DIRECT_URL,
38/22-1043-LPR26,Adquisición de cartuchos de tinta y toners,Licitación Privada,28/09/2026 14:00 Hrs.,Publicado,38/22 - Secretaria General de la Armada,379 - Estado Mayor General de la Armada,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl07$lnkNumeroProceso','')",NO_DIRECT_URL,
84/24-1358-LPR26,SERVICIO DE FUMIGACIÓN PARA CONTROL DE PLAGAS EN EL COLEGIO MILITAR DE LA NACIÓN,Licitación Privada,29/09/2026 08:00 Hrs.,Publicado,84/24 - Colegio Militar de la Nación - Compras y Contrataciones,374 - Estado Mayor General del Ejercito,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl08$lnkNumeroProceso','')",NO_DIRECT_URL,
84/11-1378-LPR26,CONTRATAR UN SERVICIO DE MANTENIMIENTO Y REPARACIÓN DE LOS BAÑOS DE LA 3RA CA CAD PLANTA ALTA.,Licitación Privada,29/09/2026 08:00 Hrs.,Publicado,84/11 - Liceo Militar General San Martin,374 - Estado Mayor General del Ejercito,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl09$lnkNumeroProceso','')",NO_DIRECT_URL,
84/13-0637-LPU26,"ADQUISICIÓN DE ANTÍGENOS, PREVENTIVOS Y PRODUCTOS INMUNIZANTES.-",Licitación Pública,29/09/2026 08:00 Hrs.,Publicado,84/13 - Dirección de Remonta y Veterinaria,374 - Estado Mayor General del Ejercito,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl10$lnkNumeroProceso','')",NO_DIRECT_URL,
40/37-0158-LPU26,ADQUISICION DE ALMACEN (VIVERES FRESCOS),Licitación Pública,29/09/2026 08:30 Hrs.,Publicado,40/037 - INSTITUTO DE FORMACION EZEIZA,381 - Estado Mayor General de La Fuerza Aérea,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl11$lnkNumeroProceso','')",NO_DIRECT_URL,
84/13-0644-LPU26,SERVICIO DE REFACCIÓN Y PUESTA EN VALOR DE DOS VIVIENDAS EN EL ESTABLECIMIENTO CORONEL PRINGLES.-,Licitación Pública,29/09/2026 09:00 Hrs.,Publicado,84/13 - Dirección de Remonta y Veterinaria,374 - Estado Mayor General del Ejercito,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl02$lnkNumeroProceso','')",NO_DIRECT_URL,
38/31-0179-CDI26,ADQUISICIÓN DE TERMOTANQUES,Contratación Directa,29/09/2026 09:00 Hrs.,Publicado,38/31 - DIRECCION GENERAL DE INTELIGENCIA DE LA ARMADA,379 - Estado Mayor General de la Armada,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl03$lnkNumeroProceso','')",NO_DIRECT_URL,
40/24-0290-LPR26,Adquisición de repuestos y accesorios para computadoras - IXBA,Licitación Privada,29/09/2026 09:00 Hrs.,Publicado,40/024 - UOC CRV,381 - Estado Mayor General de La Fuerza Aérea,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl04$lnkNumeroProceso','')",NO_DIRECT_URL,
38/3-0885-LPR26,ADQUISICIÓN DE REPUESTOS PARA MOTORES FUERA DE BORDA MERCURY FOURSTROKE 60HP (BNPB),Licitación Privada,29/09/2026 09:00 Hrs.,Publicado,38/03 - UOC de la Intendencia Naval Puerto Belgrano - Armada Argentina,379 - Estado Mayor General de la Armada,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl05$lnkNumeroProceso','')",NO_DIRECT_URL,
38/31-0177-CDI26,ADQUISICIÓN DE MATAFUEGOS,Contratación Directa,29/09/2026 09:00 Hrs.,Publicado,38/31 - DIRECCION GENERAL DE INTELIGENCIA DE LA ARMADA,379 - Estado Mayor General de la Armada,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl06$lnkNumeroProceso','')",NO_DIRECT_URL,
38/3-0979-LPR26,ADQ. DE ACCESORIOS COMPONENTES PARA REPARAR Y EQUIPAR EL CARGO DE SALVAMENTO Y BUCEO (APCA),Licitación Privada,29/09/2026 09:00 Hrs.,Publicado,38/03 - UOC de la Intendencia Naval Puerto Belgrano - Armada Argentina,379 - Estado Mayor General de la Armada,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl07$lnkNumeroProceso','')",NO_DIRECT_URL,
40/47-0707-CDI26,SERVICIO INTEGRAL DE AREA CARDIOPROTEGIDA -EAM,Contratación Directa,29/09/2026 10:00 Hrs.,Publicado,Departamento Contrataciones Córdoba - UOC 40/47,381 - Estado Mayor General de La Fuerza Aérea,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl08$lnkNumeroProceso','')",NO_DIRECT_URL,
16-0012-LPR26,SERVICIO DE RECARGA DE EQUIPOS EXTINTORES,Licitación Privada,29/09/2026 10:00 Hrs.,Publicado,16/000 - Dirección General de Administración-ARN,112 - Autoridad Regulatoria Nuclear,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl09$lnkNumeroProceso','')",NO_DIRECT_URL,
509/4-0039-LPR26,Remodelación acceso calle pasco y reparación edificio Nº 7,Licitación Privada,29/09/2026 10:00 Hrs.,Publicado,509/4 - Compras y Contrataciones - Hospital Nac Lic Laura Bonaparte,919 - ADMINISTRACION NACIONAL DE ESTABLECIMIENTOS DE SALUD,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl10$lnkNumeroProceso','')",NO_DIRECT_URL,
87-0013-LPR26,Contratación del servicio de Medicina Laboral,Licitación Privada,29/09/2026 10:00 Hrs.,Publicado,"87 - Coordinación de Compras, Contrataciones y Servicios Generales - INCAA",801 - Instituto Nacional de Cine y Artes Audiovisuales - INCAA,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl11$lnkNumeroProceso','')",NO_DIRECT_URL,
